시도교육청,교육지원청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,학교특성,분교여부,설립유형,주야구분,개교기념일,설립일,법정동코드,주소내역,상세주소내역,우편번호,학교도로명 우편번호,학교도로명 주소,학교도로명 상세주소,위도,경도,전화번호,팩스번호,홈페이지 주소,남녀공학 구분,폐교여부,폐교일자,휴교여부
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000776,동현중학교,03,공립,,N,단설,주간,19811228,19811228,2641010900,부산광역시 금정구 부곡동,동현중학교.,609818,46309,부산광역시 금정구 서동로 50,"(부곡동, 동현중학교)",35.21878938,129.0920547,051-580-0800,051-580-0899,http://www.donghyeon.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000777,부곡여자중학교,03,공립,,N,단설,주간,19811014,19811228,2641010900,부산광역시 금정구 부곡1동   320-1,부곡여자중학교.,609826,46305,부산광역시 금정구 가마실로 56,"(부곡동, 부곡여자중학교)",35.22344455,129.0952931,051-510-5700,051-515-2150,http://bugok-g.ms.kr,녀,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000778,부곡중학교,03,공립,,N,단설,주간,19691110,19691110,2641010900,부산광역시 금정구 부곡2동 부곡중학교,산 56-3번지.,609716,46270,부산광역시 금정구 동부곡로15번길 102-20,"(부곡동, 부곡중학교)",35.23130267,129.0960663,051-510-5900,051-515-5798,www.pugok.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000779,부산예술중학교,03,사립,,N,단설,주간,19980919,19980919,2641010700,부산광역시 금정구 구서동,부산예술중학교.,609723,46252,부산광역시 금정구 체육공원로 20,", 부산예술중학교 (구서동, 학교법인동래학원)",35.2439294,129.0947722,82-51-518-4032,82-51-518-4034,http://pusanarts.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000780,브니엘예술중학교,03,사립,,N,단설,주간,19960301,19960301,2641010700,부산광역시 금정구 구서동,체육공원로 154.,609310,46251,부산광역시 금정구 체육공원로 154,(구서동),35.25457535,129.1028836,051-582-9177,051-582-9123,http://peniel.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000783,사직여자중학교,03,공립,,N,단설,주간,19771102,19761228,2626010900,부산광역시 동래구 사직2동   970-4,사직여자중학교.,607820,47873,부산광역시 동래구 사직로 91,"(사직동,사직여자중학교)",35.19429054,129.0553484,051-590-0800,051-501-9710,www.sajik-g.ms.kr,녀,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000784,사직중학교,03,공립,,N,단설,주간,19810305,19810305,2626010900,부산광역시 동래구 사직동,사직중학교.,607122,47872,부산광역시 동래구 쇠미로51번길 30,(사직동),35.19946403,129.0514737,051-501-2561,051-505-3396,http://sajik.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000786,안락중학교,03,공립,,N,단설,주간,19850311,19850311,2626010200,부산광역시 동래구 안락2동 177-3,안락중학교.,607825,47905,부산광역시 동래구 온천천로 513,(안락2동),35.19140435,129.1093464,051-790-0700,051-790-0779,http://www.anrak.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000789,여명중학교,03,공립,,N,단설,주간,19850305,19841229,2626010900,부산광역시 동래구 사직동,130-1번지 여명중학교.,607816,47845,부산광역시 동래구 여고로52번길 9,"(사직동, 여명중학교)",35.19586711,129.0702876,051-5008-700,051-5008-770,www.yomng.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000793,온천중학교,03,공립,,N,단설,주간,19890106,19890106,2626010800,부산광역시 동래구 온천동,1623 번지.,607063,47869,부산광역시 동래구 쇠미로129번길 28,"(온천동, 온천중학교)",35.20445357,129.0592848,051-500-1700,051-500-1707,http://onchun.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000794,유락여자중학교,03,공립,,N,단설,주간,19741221,19741221,2626010800,부산광역시 동래구 온천동,433-3.,607834,47707,부산광역시 동래구 금강로 51,"(온천동, 유락여자중학교)",35.21475071,129.0764464,051-950-8400,051-950-8481,http://www.yurak.ms.kr/,녀,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000795,장전중학교,03,공립,,N,단설,주간,19860305,19860305,2641010800,부산광역시 금정구 장전2동 521-183,장전중학교.,609392,46295,부산광역시 금정구 금샘로18번길 39,"(장전동,장전중학교)",35.22889909,129.0780029,051-580-4300,051-580-4318,jangjeon.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000796,남일중학교,03,공립,,N,단설,주간,19910114,19910114,2626010200,부산광역시 동래구 안락2동 164-1,남일중학교.,607102,47905,부산광역시 동래구 온천천로531번길 49,"(안락동, 남일중학교)",35.19294044,129.1117968,051-790-6300,051-790-6398,http://www.namil.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000797,충렬중학교,03,공립,,N,단설,주간,19780429,19780429,2626010100,부산광역시 동래구 명장동 149-10,충렬중학교.,607110,47776,부산광역시 동래구 명장로64번길 45,"(명장동, 충렬중학교)",35.20294437,129.1084196,051-520-3300,051-523-8565,www.choongryul.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000798,학산여자중학교,03,사립,,N,단설,주간,19510806,19510806,2626010100,부산광역시 동래구 명장동,산85-6.,607811,47750,부산광역시 동래구 충렬사로51번길 61,"(명장동,학산여자중학교)",35.20475576,129.0962751,051-790-8900,051-790-8966,http://www.h-s.ms.kr,녀,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 동래구,S020000799,혜화여자중학교,03,사립,,N,단설,주간,19541206,19541206,2626010100,부산광역시 동래구 명장1동,산41-4번지.,607810,47769,부산광역시 동래구 명장로67번길 14-22,"(명장동, 혜화여자중학교)",35.20463071,129.1107294,"051-527-4427,4433",051-529-2983,http://www.hyehwa.ms.kr,녀,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000849,금양중학교,03,공립,,N,단설,주간,19670908,19670908,2641010900,부산광역시 금정구 부곡2동,354-1번지.,609822,46269,부산광역시 금정구 기찰로22번길 37,"(부곡동, 금양중학교)",35.23369196,129.0955259,051-580-0600,051-580-0607,http://geumyang.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 금정구,S020000927,윤산중학교,03,공립,,N,단설,주간,19851015,19841229,2641011100,부산광역시 금정구 금사동,505번지 윤산중학교.,609808,,,,,,051-580-8410,051-580-8491,http://yunsan.ms.kr/,남녀공학,Y,20130228,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000955,가야여자중학교,03,공립,,N,단설,주간,19731008,19721229,2623011000,부산광역시 부산진구 가야3동   414-14번지,414-14번지.,614803,47339,부산광역시 부산진구 엄광로182번길 15-25,"(가야동, 가야여자중학교)",35.14856793,129.036432,051-890-5400,051-895-1256,http://gaya-gm.ms.kr,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000956,개금여자중학교,03,공립,,N,단설,주간,19880305,19880305,2623010900,부산광역시 부산진구 당감동,개금여자중학교.,614822,47176,부산광역시 부산진구 백양대로136번길 75,"(당감동,개금여자중학교)",35.16376108,129.0326012,051-607-3000,051-607-3098,www.gaegum.ms.kr,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000957,개림중학교,03,공립,,N,단설,주간,20010101,20010101,2623011100,부산광역시 부산진구 개금3동  445-1,개림중학교.,614811,47174,부산광역시 부산진구 백양대로300번길 46,"(개금동, 개림중학교)",35.15728726,129.0179338,051-890-0700,051-896-7717,www.gaerim.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000958,거성중학교,03,사립,,N,단설,주간,19671129,19671129,2647010100,부산광역시 연제구 거제4동,거성중학교.,611074,47531,부산광역시 연제구 해맞이로109번길 61,", 거성중학교 (거제동)",35.18317197,129.0671029,051-504-6731,051-502-5536,http://www.geosung.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000959,거제여자중학교,03,공립,,N,단설,주간,19920106,19920106,2647010100,부산광역시 연제구 거제2동,1278-2 거제여자중학교.,611809,47529,부산광역시 연제구 금용로 43,"(거제동,거제여자중학교)",35.18771695,129.0637493,051-933-5900,051-933-5999,http://www.keo-je.ms.kr,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000960,광무여자중학교,03,공립,,N,단설,주간,19741221,19741221,2623011100,부산광역시 부산진구 개금동,광무여자중학교.,614810,47170,부산광역시 부산진구 백양관문로 31,(개금동),35.16200638,129.0299766,051-605-1700,051-896-1668,http://www.kwangmu-g.ms.kr/,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000961,덕명여자중학교,03,사립,,N,단설,주간,19530703,19530714,2623010200,부산광역시 부산진구 전포동,471번지.,614863,47310,부산광역시 부산진구 봉수로 13,"(전포동, 덕명여자중학교)",35.15271532,129.0699089,051-816-7990,051-816-7992,www.deokmyeong.ms.kr,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000963,동의중학교,03,사립,,N,단설,주간,19661117,19661117,2623010200,부산광역시 부산진구 전포2동   산114번지,동의중학교.,614042,47230,부산광역시 부산진구 진남로462번길 16,"(전포동, 동의중학교)",35.16494358,129.0708861,051-816-8691,051-808-8214,http://www.dongeui.ms.kr,남,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000964,동평여자중학교,03,공립,,N,단설,주간,19800124,19800124,2623010800,부산광역시 부산진구 부암3동,16번지 동평여자중학교.,614840,47137,부산광역시 부산진구 백양순환로119번길 12-39,"(부암동, 동평여자중학교)",35.17049224,129.0428085,051-817-4602,051-806-7163,http://dong-pyung.ms.kr/,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000965,동평중학교,03,공립,,N,단설,주간,19810615,19810117,2623010800,부산광역시 부산진구 부암3동,452-17.,614840,47137,부산광역시 부산진구 백양순환로119번길 12-31,"(부암동, 동평중학교)",35.17116481,129.0418289,051-605-1600,051-605-1619,www.dongpyeong.ms.kr,남,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020000966,모동중학교,03,공립,,N,단설,주간,19940226,19940226,2653010200,부산광역시 사상구 모라동,75-12 번지 모동중학교.,617817,46935,부산광역시 사상구 모라로192번길 51,"(모라동,모동중학교)",35.18512518,129.0032325,051-7909-200,051-302-6137,http://modong.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000967,부산개성중학교,03,공립,,N,단설,주간,18950125,18950125,2623011000,부산광역시 부산진구 가야동,엄광로 997.,614803,47341,부산광역시 부산진구 엄광로 176-12,"(가야동, 부산개성중학교)",35.14694097,129.0328586,051-8011-100,051-898-1332,http://kaesung.ms.kr,남,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000969,부산국제중학교,03,공립,,N,병설,주간,19980301,19980301,2623010900,부산광역시 부산진구 당감동,897번지 부산국제중학교.,614100,47162,부산광역시 부산진구 백양관문로 105-70,", 부산국제중학교 (당감동)",35.16736366,129.0233627,051-890-8458,051-892-1362,http://www.gukje.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000971,부산동중학교,03,사립,,N,단설,주간,19530420,19530420,2623010200,부산광역시 부산진구 전포동,부산동중학교.,614043,47310,부산광역시 부산진구 동성로30번길 36,(전포동),35.15346395,129.0710295,051-802-0494,051-818-9166,http://www.tong.ms.kr,남,N,,N
부산광역시교육청,부산광역시해운대교육지원청,부산광역시 기장군,S020000972,부산중앙중학교,03,공립,,N,단설,주간,19600415,19600415,2671025621,부산광역시 기장군 정관면 방곡리,409,619961,46022,부산광역시 기장군 정관읍 정관덕산길 73,(정관읍),35.32240842,129.1874144,051-720-8709,051-727-8729,www.bsjungang.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000973,부산진여자중학교,03,공립,,N,단설,주간,19530526,19530501,2623010200,부산광역시 부산진구 전포동,342-25.,614867,47309,부산광역시 부산진구 동성로 34,"(전포동, 부산진여자중학교)",35.1541783,129.0688838,051-605-5601,051-605-5609,http://busanjingm.ms.kr,녀,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000974,부산진중학교,03,공립,,N,단설,주간,19670908,19670908,2623010500,부산광역시 부산진구 범전동,부산진중학교.,614825,47205,부산광역시 부산진구 시민공원로 50,"(범전동,부산진중학교)",35.16422544,129.0554364,051-808-1052,051-819-7994,http://school.busanedu.net/busanjin-m,남,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020000975,신라중학교,03,사립,,N,단설,주간,19671028,19671028,2653010300,부산광역시 사상구 덕포동,65번지.,617041,46957,부산광역시 사상구 백양대로700번길 35-8,(덕포동),35.16966151,128.9927211,051-999-6000,051-999-6006,http://school.busanedu.net/busansilla-m/,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000976,서면중학교,03,사립,,N,단설,주간,19530107,19530107,2623010800,부산광역시 부산진구 부암1동,125번지.,614836,47194,부산광역시 부산진구 가야대로747번길 53,"(부암동, 서면중학교)",35.16048699,129.0522203,051-809-0458,051-816-7178,http://www.somyon.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000978,연산중학교,03,공립,,N,단설,주간,19780130,19780130,2647010200,부산광역시 연제구 연산동,955번지.,611080,47579,부산광역시 연제구 고분로56번길 39,(연산동),35.18465681,129.0895854,051-801-9100,051-863-3932,www.yonsan.ms.kr,남,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000979,연일중학교,03,공립,,N,단설,주간,19810120,19810120,2647010200,부산광역시 연제구 연산8동 1086,연일중학교.,611815,47583,부산광역시 연제구 고분로 138,"(연산동,연일중학교)",35.18474648,129.097324,051-867-0114,051-861-3557,http://yeonil.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000980,연제중학교,03,공립,,N,단설,주간,19850301,19850301,2647010200,부산광역시 연제구 연산동,1777-10.,611836,47589,부산광역시 연제구 쌍미천로 62,"(연산동, 연제중학교)",35.17886476,129.0901791,051-860-6302,051-860-6306,http://www.yeonje.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000981,연천중학교,03,공립,,N,단설,주간,19821227,19821227,2647010200,부산광역시 연제구 연산9동 272,연천중학교.,611813,47584,부산광역시 연제구 톳고개로 16,"(연산동, 연천중학교)",35.18436132,129.1014501,051-790-7300,051-758-0205,http://www.yc.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000983,이사벨중학교,03,사립,,N,단설,주간,19641212,19641212,2647010100,부산광역시 연제구 거제1동  75번지,이사벨중학교.,611802,47506,부산광역시 연제구 중앙대로 1197,", 이사벨중학교 (거제동)",35.1947179,129.0784524,051-590-2400,051-590-2403,http://school.busanedu.net/isabelle-m,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000984,초연중학교,03,공립,,N,단설,주간,19830305,19821217,2623010700,부산광역시 부산진구 초읍동,초연중학길 47 초연중학교.,614871,47105,부산광역시 부산진구 초읍천로77번가길 9,"(초읍동, 초연중학교)",35.17978091,129.044121,051-609-0300,051-609-0399,http://choyeon.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000986,초읍중학교,03,공립,,N,단설,주간,19920506,19920208,2623010700,부산광역시 부산진구 초읍동,510-1번지 초읍중학교.,614874,47113,부산광역시 부산진구 성지로94번길 71,"(초읍동, 초읍중학교)",35.18089546,129.0564247,051-817-6694,051-816-1581,http://www.choup.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020000987,토현중학교,03,공립,,N,단설,주간,19870116,19870116,2647010200,부산광역시 연제구 연산9동   2219,토현중학교.,611819,47572,부산광역시 연제구 토현로 47,"(연산동,토현중학교)",35.18146612,129.1115383,051-750-3700,051-759-3391,http://tohyeon.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020000988,항도중학교,03,사립,,N,단설,주간,19491020,19491020,2623010200,부산광역시 부산진구 전포2동,남북2로 334 항도중학교.,614862,47237,부산광역시 부산진구 동성로118번길 44,"(전포동,항도중학교)",35.16235834,129.0664969,051-809-1910,051-807-6979,http://www.hangdo.ms.kr,남,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001202,가락중학교,03,공립,,N,단설,주간,19530406,19530406,2644010500,부산광역시 강서구 죽림동,가락중학교.,618330,46708,부산광역시 강서구 가락대로 1405,"(죽림동, 가락중학교)",35.14264319,128.9182641,051-899-0800,051-899-0870,garak.ms.kr,남녀공학,Y,20220228,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001203,가람중학교,03,공립,,N,단설,주간,19530406,19530406,2632010500,부산광역시 북구 구포2동,1020-1번지.,616802,46585,부산광역시 북구 낙동북로663번길 55,"(구포동, 가람중학교)",35.20405501,128.9984965,051-330-4800,051-330-4808,www.garam.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001204,경일중학교,03,사립,,N,단설,주간,19500615,19500615,2644010400,부산광역시 강서구 명지동,경일중학교.,618813,46725,부산광역시 강서구 영강길 153-42,", 경일중학교 (명지동)",35.09404881,128.916341,051-271-2428,051-271-3933,http://gyeongil.ms.kr,남녀공학,Y,20200301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001205,구남중학교,03,공립,,N,단설,주간,19800124,19800124,2632010500,부산광역시 북구 구포동,894,616806,46637,부산광역시 북구 백양대로1016번길 38,"(구포동,구남중학교)",35.19576821,128.9974382,051-330-5801,051-330-5819,http://www.gunam.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001207,구포중학교,03,공립,,N,단설,주간,19721101,19721229,2632010500,부산광역시 북구 구포동,1139번지.,46637,46637,부산광역시 북구 백양대로1016번다길 31,(구포동),35.19502594,128.9965462,051-334-2201,051-343-3204,http://gupo.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001208,금곡중학교,03,공립,,N,단설,주간,19950301,19950301,2632010100,부산광역시 북구 금곡동   99-2,금곡중학교.,616811,46512,부산광역시 북구 효열로162번길 3,"(금곡동, 금곡중학교)",35.26086269,129.0171107,051-330-0800,051-330-0899,http://kumgok.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001210,낙동중학교,03,공립,,N,단설,주간,19461025,19461025,2644010100,,.,,46700,부산광역시 강서구 대저로 115,"(대저1동,낙동중학교)",35.21629559,128.9655898,051-609-5800,051-973-4597,http://nak-dong.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001211,녹산중학교,03,사립,,N,단설,주간,19530410,19530410,2644011100,부산광역시 강서구 녹산동  124번지,10통 5반.,618210,46728,부산광역시 강서구 낙동남로 659,"(녹산동,녹산중학교)",35.1183383,128.8884718,051-971-5042,051-971-5124,http://www.noksan.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001212,대저중학교,03,사립,,N,병설,주간,19540904,19540904,2644010200,부산광역시 강서구 대저2동,2039,618807,46720,부산광역시 강서구 공항로811번가길 46,"(대저2동,대저중고등학교)",35.17744097,128.9557687,051-973-7703,051-972-7772,daejeo.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001213,대천리중학교,03,공립,,N,단설,주간,19960117,19960117,2632010200,부산광역시 북구 화명동   509,대천리중학교.,616834,46528,부산광역시 북구 산성로 87-15,"(화명동, 대천리중학교)",35.24236728,129.0216482,051-366-0700,051-361-5915,http://www.daechonli.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001214,덕문중학교,03,공립,,N,단설,주간,19540910,19540910,2644011900,부산광역시 강서구 성북동,덕문중학교.,618410,46769,부산광역시 강서구 동선길 144,", 덕문중학교 (성북동)",35.05186409,128.8300174,051-979-6170,971-2650,http://duckmun.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001215,덕천여자중학교,03,공립,,N,단설,주간,19920229,19920229,2632010400,부산광역시 북구 덕천동,덕천여자중학교.,616820,46549,부산광역시 북구 의성로47번길 45-4,"(덕천동,덕천여자중학교)",35.20452257,129.0136211,051-342-2796,051-342-9809,http://Deokcheon-gm.ms.kr,녀,Y,20220228,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001216,덕천중학교,03,공립,,N,단설,주간,19810916,19810916,2632010400,부산광역시 북구 덕천1동,320-1번지.,616818,46552,부산광역시 북구 만덕대로65번길 50,"(덕천동,덕천중학교)",35.21438165,129.0118662,051-366-3404,051-338-9038,http://deokcheon.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001217,덕포여자중학교,03,공립,,N,단설,주간,19821227,19821227,2653010300,부산광역시 사상구 덕포1동 118~242,덕포여자중학교.,617813,46952,부산광역시 사상구 사상로310번길 110,(덕포동),35.17014519,128.9860997,051-319-9911,051-304-7164,duckpo.ms.kr,녀,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001218,동주중학교,03,공립,,N,단설,주간,19840107,19840107,2653010600,부산광역시 사상구 주례동,동주중학교.,617834,47017,부산광역시 사상구 주례로 107,"(주례동,동주중학교)",35.14602005,129.0039762,051-322-0056,051-316-4175,http://www.dongju.ms.kr,남,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001219,만덕중학교,03,공립,,N,단설,주간,19990301,19990114,2632010300,부산광역시 북구 만덕동,646-18번지.,616111,46558,부산광역시 북구 만덕1로 52,", 만덕중학교 (만덕동)",35.21505812,129.0317889,051-7969-300,051-7969-390,www.mandeok.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001221,모라중학교,03,공립,,N,단설,주간,19890106,19890106,2653010200,부산광역시 사상구 모라동,모라중학교.,617818,46928,부산광역시 사상구 백양대로 936,"(모라동, 모라중학교)",35.19049756,128.9926634,051-327-3017,051-327-3229,http://school.busanedu.net/mora-m/main.do,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001222,백양중학교,03,공립,,N,단설,주간,19841229,19841229,2632010300,부산광역시 북구 만덕2동 878,백양중학교.,616831,46614,부산광역시 북구 상리로 70,", 백양중학교 (만덕동, 백양중학교)",35.20727661,129.0411605,051-336-9655,051-337-0482,www.paekyang.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001223,사상중학교,03,공립,,N,,주간,,,2653010300,부산광역시 사상구 덕포1동   150-1,사상중학교.,617813,,,,,,051-301-2572,051-305-8935,http://www.sasang.ms.kr,,Y,20090301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001224,삼락중학교,03,공립,,N,단설,주간,19900124,19900124,2653010100,부산광역시 사상구 삼락동,삼락중학교.,617826,46908,부산광역시 사상구 삼덕로5번길 151,"(삼락동, 삼락중학교)",35.1815986,128.9782813,051-309-1100,051-305-9151,http://samrak.ms.kr/,남,Y,20190301,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001225,양덕여자중학교,03,공립,,N,단설,주간,19930220,19930220,2632010500,부산광역시 북구 구포동,1번지.,616800,46592,부산광역시 북구 시랑로21번길 178,"(구포동, 양덕여자중학교)",35.20452257,129.0136211,051-3300-900,051-343-3614,www.yangduk.ms.kr,녀,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001226,엄궁중학교,03,공립,,N,단설,주간,19810117,19810117,2653010800,부산광역시 사상구 엄궁동,엄궁중학교.,617030,47035,부산광역시 사상구 대동로 56,"(엄궁동, 엄궁중학교)",35.13531897,128.9753669,051-713-6600,051-311-2622,http://www.eomgung.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001227,용수중학교,03,공립,,N,단설,주간,20020301,20020301,2632010200,부산광역시 북구 화명3동,2302번지.,616852,46527,부산광역시 북구 금곡대로229번길 88,"(화명동, 용수중학교)",35.23013997,129.0080335,051-309-3000,051-309-3020,http://www.yongsu.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001229,주감중학교,03,공립,,N,단설,주간,19940406,19940301,2653010600,부산 사상구 주례1동,995번지.,617836,46993,부산광역시 사상구 백양대로 530,"(주례동, 주감중학교)",35.15657215,128.9956102,051-314-4677,051-328-9040,http://www.jugam.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001230,주례여자중학교,03,공립,,N,단설,주간,19771231,19771231,2653010600,부산광역시 사상구 주례3동 95번지,C100001230.,617834,47014,부산광역시 사상구 가야대로306번길 55,", 주례여자중학교 (주례동, 주례여자중학교)",35.14874372,129.0068957,051-310-3700,051-322-9108,www.juryegirls.ms.kr,녀,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001231,주례중학교,03,공립,,N,단설,주간,19700113,19700113,2653010600,부산광역시 사상구 주례2동 55-33,주례중학교.,617833,47009,부산광역시 사상구 가야대로378번길 68,"(주례동, 주례중학교)",35.14823534,129.0138525,051-320-0300,051-323-8191,http://jurye.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001232,학장중학교,03,공립,,N,단설,주간,19820301,19820301,2653010700,부산광역시 사상구 학장동,574-78번지.,617845,47051,부산광역시 사상구 대동로140번길 60,"(학장동, 학장중학교)",35.13767886,128.9827215,051-320-2500,051-320-2588,www.hakjang.ms.kr,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001233,화명중학교,03,공립,,N,단설,주간,19860108,19860108,2632010200,부산광역시 북구 화명1동,2326 화명중학교.,616846,46538,부산광역시 북구 금곡대로186번길 13,"(화명동, 화명중학교)",35.22609364,129.0114041,051-366-3500,051-336-8854,http://hwamyong.ms.kr/,남녀공학,N,,N
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001234,화신중학교,03,공립,,N,단설,주간,19930510,19930220,2632010200,부산광역시 북구 화명동   1408번지,화신중학교.,616834,46531,부산광역시 북구 산성로12번길 22,"(화명동,화신중학교)",35.23852614,129.0148658,051-330-0500,051-341-1700,http://www.hwashin.ms.kr,남녀공학,N,,N
